0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.823167e-02 1.026909e+00 1.031256e+00 1.630651e+02 0.000000e+00 6.675577e+00 4.070652e-02 9.995240e-01 0.000000e+00
4.656533e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.921020e-02 1.000000e-05 1.000000e+00 1.621081e+02 4.270353e-02 1.041538e+00 3.472954e-02 9.995240e-01 0.000000e+00
4.681013e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.748587e-02 1.000000e-05 1.000000e+00 1.621014e+02 4.478541e-01 1.153644e+00 3.487833e-02 9.995240e-01 0.000000e+00
4.712706e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.037736e-02 1.000000e-05 9.962894e-01 1.620839e+02 7.849729e-01 1.660293e+00 3.486951e-02 9.995240e-01 0.000000e+00
4.745255e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.128489e-02 1.000000e-05 9.933490e-01 1.620797e+02 8.503983e-01 2.405267e+00 3.488620e-02 9.995240e-01 0.000000e+00
4.777916e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.461516e-02 1.000000e-05 9.923840e-01 1.620773e+02 8.942393e-01 3.229790e+00 3.490631e-02 9.995240e-01 0.000000e+00
4.810865e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.914407e-02 1.000000e-05 9.908217e-01 1.620757e+02 9.306402e-01 3.979540e+00 3.492092e-02 9.995240e-01 0.000000e+00
4.839562e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.498755e-02 1.000000e-05 9.894256e-01 1.620746e+02 9.592133e-01 4.473281e+00 3.493967e-02 9.995240e-01 0.000000e+00
4.872900e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.063068e-02 1.000000e-05 9.884298e-01 1.620735e+02 9.900509e-01 4.863383e+00 3.496062e-02 9.995240e-01 0.000000e+00
4.905052e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.676598e-02 1.000000e-05 9.870804e-01 1.620726e+02 1.018222e+00 5.066666e+00 3.499085e-02 9.995240e-01 0.000000e+00
4.934360e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.350552e-02 1.000000e-05 9.861723e-01 1.620718e+02 1.042860e+00 5.205352e+00 3.502267e-02 9.995240e-01 0.000000e+00
4.967367e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.007234e-02 1.000000e-05 9.855510e-01 1.620710e+02 1.069686e+00 5.298064e+00 3.505966e-02 9.995240e-01 0.000000e+00
5.004543e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.642477e-02 1.000000e-05 9.851385e-01 1.620702e+02 1.099633e+00 5.335799e+00 3.511024e-02 9.995240e-01 0.000000e+00
5.035458e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.359225e-02 1.000000e-05 9.843420e-01 1.620696e+02 1.123853e+00 5.368423e+00 3.515046e-02 9.995240e-01 0.000000e+00
5.069139e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.069273e-02 1.000000e-05 9.834403e-01 1.620690e+02 1.149699e+00 5.416506e+00 3.519643e-02 9.995240e-01 0.000000e+00
5.092995e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.750654e-03 1.000000e-05 9.824763e-01 1.620686e+02 1.167701e+00 5.453751e+00 3.523222e-02 9.995240e-01 0.000000e+00
5.131251e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.819543e-03 1.000000e-05 9.812277e-01 1.620680e+02 1.195952e+00 5.456989e+00 3.529436e-02 9.995240e-01 0.000000e+00
5.158636e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.851432e-03 1.000000e-05 9.804892e-01 1.620676e+02 1.215717e+00 5.413878e+00 3.533992e-02 9.995240e-01 0.000000e+00
5.187685e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.885457e-03 1.000000e-05 9.798542e-01 1.620672e+02 1.236052e+00 5.378430e+00 3.538388e-02 9.995240e-01 0.000000e+00
5.218599e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -9.842701e-05 1.000000e-05 9.793440e-01 1.620669e+02 1.257197e+00 5.328729e+00 3.544018e-02 9.995240e-01 0.000000e+00
5.251607e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.076116e-03 1.000000e-05 9.788173e-01 1.620665e+02 1.278721e+00 5.321019e+00 3.548757e-02 9.995240e-01 0.000000e+00
5.286933e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.059467e-03 1.000000e-05 9.776786e-01 1.620661e+02 1.300871e+00 5.356302e+00 3.554767e-02 9.995240e-01 0.000000e+00
5.324762e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -6.082989e-03 1.000000e-05 9.766555e-01 1.620657e+02 1.324186e+00 5.333752e+00 3.560137e-02 9.995240e-01 0.000000e+00
5.344676e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -7.102512e-03 1.000000e-05 9.761871e-01 1.620655e+02 1.336188e+00 5.325949e+00 3.562952e-02 9.995240e-01 0.000000e+00
5.386675e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -9.166003e-03 1.000000e-05 9.753497e-01 1.620652e+02 1.361311e+00 5.349139e+00 3.569172e-02 9.995240e-01 0.000000e+00
5.408813e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.021098e-02 1.000000e-05 9.749845e-01 1.620650e+02 1.374412e+00 5.355716e+00 3.571820e-02 9.995240e-01 0.000000e+00
5.455343e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.230087e-02 1.000000e-05 9.743277e-01 1.620646e+02 1.401003e+00 5.382564e+00 3.578015e-02 9.995240e-01 0.000000e+00
5.479744e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.334101e-02 1.000000e-05 9.740280e-01 1.620644e+02 1.414572e+00 5.398644e+00 3.581039e-02 9.995240e-01 0.000000e+00
5.504866e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.438229e-02 1.000000e-05 9.737429e-01 1.620643e+02 1.428498e+00 5.401906e+00 3.584258e-02 9.995240e-01 0.000000e+00
5.530734e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.541424e-02 1.000000e-05 9.734685e-01 1.620641e+02 1.442447e+00 5.417707e+00 3.588248e-02 9.995240e-01 0.000000e+00
5.584812e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.744657e-02 1.000000e-05 9.729401e-01 1.620637e+02 1.470091e+00 5.459010e+00 3.598080e-02 9.995240e-01 0.000000e+00
5.613083e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.846204e-02 1.000000e-05 9.726908e-01 1.620636e+02 1.484294e+00 5.474083e+00 3.601846e-02 9.995240e-01 0.000000e+00
5.642226e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.948417e-02 1.000000e-05 9.724534e-01 1.620634e+02 1.498921e+00 5.491390e+00 3.605517e-02 9.995240e-01 0.000000e+00
5.672286e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.050893e-02 1.000000e-05 9.722281e-01 1.620632e+02 1.513776e+00 5.508276e+00 3.609232e-02 9.995240e-01 0.000000e+00
5.703320e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.153033e-02 1.000000e-05 9.720148e-01 1.620630e+02 1.528663e+00 5.520167e+00 3.613190e-02 9.995240e-01 0.000000e+00
5.735401e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.255465e-02 1.000000e-05 9.718127e-01 1.620629e+02 1.543835e+00 5.522742e+00 3.616551e-02 9.995240e-01 0.000000e+00
5.768605e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.359555e-02 1.000000e-05 9.716212e-01 1.620627e+02 1.559700e+00 5.505109e+00 3.620534e-02 9.995240e-01 0.000000e+00
